trial_index,condition,trial_type,category,pair,left_image,right_image,correct_response,randomize_lr
30,3,category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
31,3,category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
32,3,category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
33,3,category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
34,3,category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
35,3,identity,fishingrod,fishingrod1_vs_fishingrod1,stimuli/images/identity/fishingrod1.png,stimuli/images/identity/fishingrod1.png,same,False
36,3,category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
37,3,category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
38,3,category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
39,3,category,starfish,starfish3_starfish4,stimuli/images/category/starfish3.png,stimuli/images/category/starfish4.png,different,True
40,3,category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
41,3,category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
42,3,category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
43,3,category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
44,3,identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
45,3,category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
46,3,identity,bottleopener,bottleopener1_vs_bottleopener1,stimuli/images/identity/bottleopener1.png,stimuli/images/identity/bottleopener1.png,same,False
47,3,identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
48,3,category,starfish,starfish3_starfish4,stimuli/images/category/starfish3.png,stimuli/images/category/starfish4.png,different,True
49,3,identity,barrel,barrel1_vs_barrel1,stimuli/images/identity/barrel1.png,stimuli/images/identity/barrel1.png,same,False
50,3,category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
51,3,identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
52,3,identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
53,3,category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
54,3,identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
55,3,category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
56,3,identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
57,3,category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
58,3,category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
59,3,identity,barrel,barrel1_vs_barrel1,stimuli/images/identity/barrel1.png,stimuli/images/identity/barrel1.png,same,False
60,3,category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
61,3,identity,fishingrod,fishingrod1_vs_fishingrod1,stimuli/images/identity/fishingrod1.png,stimuli/images/identity/fishingrod1.png,same,False
62,3,identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
63,3,category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
64,3,category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
65,3,category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
66,3,identity,bottleopener,bottleopener1_vs_bottleopener1,stimuli/images/identity/bottleopener1.png,stimuli/images/identity/bottleopener1.png,same,False
67,3,identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
68,3,identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
69,3,identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
70,3,category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
71,3,identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
72,3,category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
73,3,identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
74,3,identity,bottleopener,bottleopener1_vs_bottleopener1,stimuli/images/identity/bottleopener1.png,stimuli/images/identity/bottleopener1.png,same,False
75,3,identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
76,3,category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
77,3,identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
78,3,identity,fridge,fridge1_vs_fridge1,stimuli/images/identity/fridge1.png,stimuli/images/identity/fridge1.png,same,False
79,3,category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
80,3,category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
81,3,category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
82,3,category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
83,3,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
84,3,identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
85,3,identity,fridge,fridge1_vs_fridge1,stimuli/images/identity/fridge1.png,stimuli/images/identity/fridge1.png,same,False
86,3,category,starfish,starfish3_starfish4,stimuli/images/category/starfish3.png,stimuli/images/category/starfish4.png,different,True
87,3,identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
88,3,identity,barrel,barrel1_vs_barrel1,stimuli/images/identity/barrel1.png,stimuli/images/identity/barrel1.png,same,False
89,3,identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
90,3,category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
91,3,category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
92,3,category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
93,3,category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
94,3,category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
95,3,category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
96,3,category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
97,3,category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
98,3,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
99,3,category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
100,3,category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
101,3,identity,barrel,barrel1_vs_barrel1,stimuli/images/identity/barrel1.png,stimuli/images/identity/barrel1.png,same,False
102,3,category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
103,3,identity,fishingrod,fishingrod1_vs_fishingrod1,stimuli/images/identity/fishingrod1.png,stimuli/images/identity/fishingrod1.png,same,False
104,3,category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
105,3,identity,fishingrod,fishingrod1_vs_fishingrod1,stimuli/images/identity/fishingrod1.png,stimuli/images/identity/fishingrod1.png,same,False
106,3,identity,fridge,fridge1_vs_fridge1,stimuli/images/identity/fridge1.png,stimuli/images/identity/fridge1.png,same,False
107,3,category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
108,3,category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
109,3,identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
110,3,category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
111,3,identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
112,3,category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
113,3,category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
114,3,category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
115,3,category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
116,3,identity,fridge,fridge1_vs_fridge1,stimuli/images/identity/fridge1.png,stimuli/images/identity/fridge1.png,same,False
117,3,category,starfish,starfish3_starfish4,stimuli/images/category/starfish3.png,stimuli/images/category/starfish4.png,different,True
118,3,category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
119,3,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
120,3,category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
121,3,identity,barrel,barrel1_vs_barrel1,stimuli/images/identity/barrel1.png,stimuli/images/identity/barrel1.png,same,False
122,3,category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
123,3,category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
124,3,category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
125,3,category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
126,3,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
127,3,category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
128,3,identity,bottleopener,bottleopener1_vs_bottleopener1,stimuli/images/identity/bottleopener1.png,stimuli/images/identity/bottleopener1.png,same,False
129,3,identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
130,3,category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
131,3,identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
132,3,category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
133,3,identity,bottleopener,bottleopener1_vs_bottleopener1,stimuli/images/identity/bottleopener1.png,stimuli/images/identity/bottleopener1.png,same,False
134,3,identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
135,3,identity,fishingrod,fishingrod1_vs_fishingrod1,stimuli/images/identity/fishingrod1.png,stimuli/images/identity/fishingrod1.png,same,False
136,3,identity,fridge,fridge1_vs_fridge1,stimuli/images/identity/fridge1.png,stimuli/images/identity/fridge1.png,same,False
137,3,category,starfish,starfish3_starfish4,stimuli/images/category/starfish3.png,stimuli/images/category/starfish4.png,different,True
138,3,category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
139,3,category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
140,3,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
141,3,category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
142,3,identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
143,3,category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
144,3,identity,barrel,barrel1_vs_barrel1,stimuli/images/identity/barrel1.png,stimuli/images/identity/barrel1.png,same,False
145,3,identity,bottleopener,bottleopener1_vs_bottleopener1,stimuli/images/identity/bottleopener1.png,stimuli/images/identity/bottleopener1.png,same,False
146,3,identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
147,3,category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
148,3,identity,fishingrod,fishingrod1_vs_fishingrod1,stimuli/images/identity/fishingrod1.png,stimuli/images/identity/fishingrod1.png,same,False
149,3,identity,bottleopener,bottleopener1_vs_bottleopener1,stimuli/images/identity/bottleopener1.png,stimuli/images/identity/bottleopener1.png,same,False
150,3,identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
151,3,category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
152,3,category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
153,3,category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
154,3,identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
155,3,category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
156,3,identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
157,3,category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
158,3,identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
159,3,identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
160,3,identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
161,3,category,starfish,starfish3_starfish4,stimuli/images/category/starfish3.png,stimuli/images/category/starfish4.png,different,True
162,3,identity,fridge,fridge1_vs_fridge1,stimuli/images/identity/fridge1.png,stimuli/images/identity/fridge1.png,same,False
163,3,identity,fridge,fridge1_vs_fridge1,stimuli/images/identity/fridge1.png,stimuli/images/identity/fridge1.png,same,False
164,3,identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
165,3,identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
166,3,identity,fridge,fridge1_vs_fridge1,stimuli/images/identity/fridge1.png,stimuli/images/identity/fridge1.png,same,False
167,3,identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
168,3,category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
169,3,identity,barrel,barrel1_vs_barrel1,stimuli/images/identity/barrel1.png,stimuli/images/identity/barrel1.png,same,False
170,3,category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
171,3,category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
172,3,category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
173,3,identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
174,3,category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
175,3,category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
176,3,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
