trial_index,condition,trial_type,category,pair,left_image,right_image,correct_response,randomize_lr
69,1,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
70,1,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
71,1,category,clock,clock1_clock4,images/category/clock1.png,images/category/clock4.png,different,True
72,1,category,clock,clock2_clock3,images/category/clock2.png,images/category/clock3.png,different,True
73,1,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
74,1,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
75,1,category,candybar,candybar1_candybar2,images/category/candybar1.png,images/category/candybar2.png,different,True
76,1,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
77,1,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
78,1,category,candybar,candybar3_candybar4,images/category/candybar3.png,images/category/candybar4.png,different,True
79,1,category,clock,clock1_clock2,images/category/clock1.png,images/category/clock2.png,different,True
80,1,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
81,1,category,clock,clock1_clock4,images/category/clock1.png,images/category/clock4.png,different,True
82,1,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
83,1,category,candybar,candybar2_candybar4,images/category/candybar2.png,images/category/candybar4.png,different,True
84,1,category,clock,clock2_clock4,images/category/clock2.png,images/category/clock4.png,different,True
85,1,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
86,1,category,clock,clock3_clock4,images/category/clock3.png,images/category/clock4.png,different,True
87,1,category,clock,clock1_clock4,images/category/clock1.png,images/category/clock4.png,different,True
88,1,category,candybar,candybar1_candybar3,images/category/candybar1.png,images/category/candybar3.png,different,True
89,1,category,candybar,candybar1_candybar4,images/category/candybar1.png,images/category/candybar4.png,different,True
90,1,category,candybar,candybar2_candybar4,images/category/candybar2.png,images/category/candybar4.png,different,True
91,1,category,clock,clock2_clock3,images/category/clock2.png,images/category/clock3.png,different,True
92,1,category,clock,clock1_clock4,images/category/clock1.png,images/category/clock4.png,different,True
93,1,category,clock,clock1_clock2,images/category/clock1.png,images/category/clock2.png,different,True
94,1,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
95,1,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
96,1,category,candybar,candybar2_candybar4,images/category/candybar2.png,images/category/candybar4.png,different,True
97,1,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
98,1,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
99,1,category,candybar,candybar1_candybar2,images/category/candybar1.png,images/category/candybar2.png,different,True
100,1,category,clock,clock1_clock4,images/category/clock1.png,images/category/clock4.png,different,True
101,1,category,candybar,candybar1_candybar3,images/category/candybar1.png,images/category/candybar3.png,different,True
102,1,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
103,1,category,candybar,candybar1_candybar2,images/category/candybar1.png,images/category/candybar2.png,different,True
104,1,category,clock,clock1_clock3,images/category/clock1.png,images/category/clock3.png,different,True
105,1,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
106,1,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
107,1,category,clock,clock2_clock3,images/category/clock2.png,images/category/clock3.png,different,True
108,1,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
109,1,category,candybar,candybar2_candybar3,images/category/candybar2.png,images/category/candybar3.png,different,True
110,1,category,candybar,candybar1_candybar2,images/category/candybar1.png,images/category/candybar2.png,different,True
111,1,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
112,1,category,clock,clock3_clock4,images/category/clock3.png,images/category/clock4.png,different,True
113,1,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
114,1,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
115,1,category,candybar,candybar2_candybar3,images/category/candybar2.png,images/category/candybar3.png,different,True
116,1,category,candybar,candybar3_candybar4,images/category/candybar3.png,images/category/candybar4.png,different,True
117,1,category,candybar,candybar2_candybar3,images/category/candybar2.png,images/category/candybar3.png,different,True
118,1,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
119,1,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
120,1,category,candybar,candybar1_candybar4,images/category/candybar1.png,images/category/candybar4.png,different,True
121,1,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
122,1,category,candybar,candybar1_candybar2,images/category/candybar1.png,images/category/candybar2.png,different,True
123,1,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
124,1,category,clock,clock3_clock4,images/category/clock3.png,images/category/clock4.png,different,True
125,1,category,candybar,candybar1_candybar3,images/category/candybar1.png,images/category/candybar3.png,different,True
126,1,category,clock,clock1_clock3,images/category/clock1.png,images/category/clock3.png,different,True
127,1,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
128,1,category,candybar,candybar1_candybar3,images/category/candybar1.png,images/category/candybar3.png,different,True
129,1,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
130,1,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
131,1,category,candybar,candybar1_candybar4,images/category/candybar1.png,images/category/candybar4.png,different,True
132,1,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
133,1,category,candybar,candybar2_candybar4,images/category/candybar2.png,images/category/candybar4.png,different,True
134,1,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
135,1,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
136,1,category,candybar,candybar1_candybar3,images/category/candybar1.png,images/category/candybar3.png,different,True
137,1,category,candybar,candybar1_candybar3,images/category/candybar1.png,images/category/candybar3.png,different,True
138,1,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
139,1,category,candybar,candybar1_candybar4,images/category/candybar1.png,images/category/candybar4.png,different,True
140,1,category,clock,clock2_clock4,images/category/clock2.png,images/category/clock4.png,different,True
141,1,category,clock,clock3_clock4,images/category/clock3.png,images/category/clock4.png,different,True
142,1,category,candybar,candybar1_candybar2,images/category/candybar1.png,images/category/candybar2.png,different,True
143,1,category,clock,clock2_clock4,images/category/clock2.png,images/category/clock4.png,different,True
144,1,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
145,1,category,clock,clock1_clock4,images/category/clock1.png,images/category/clock4.png,different,True
146,1,category,candybar,candybar1_candybar2,images/category/candybar1.png,images/category/candybar2.png,different,True
147,1,category,clock,clock2_clock4,images/category/clock2.png,images/category/clock4.png,different,True
148,1,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
149,1,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
150,1,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
151,1,category,candybar,candybar2_candybar4,images/category/candybar2.png,images/category/candybar4.png,different,True
152,1,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
153,1,category,candybar,candybar2_candybar3,images/category/candybar2.png,images/category/candybar3.png,different,True
154,1,category,clock,clock2_clock4,images/category/clock2.png,images/category/clock4.png,different,True
155,1,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
156,1,category,clock,clock1_clock3,images/category/clock1.png,images/category/clock3.png,different,True
157,1,category,clock,clock3_clock4,images/category/clock3.png,images/category/clock4.png,different,True
158,1,category,clock,clock2_clock3,images/category/clock2.png,images/category/clock3.png,different,True
159,1,category,clock,clock1_clock2,images/category/clock1.png,images/category/clock2.png,different,True
160,1,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
161,1,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
162,1,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
163,1,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
164,1,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
165,1,category,candybar,candybar2_candybar3,images/category/candybar2.png,images/category/candybar3.png,different,True
166,1,category,clock,clock1_clock4,images/category/clock1.png,images/category/clock4.png,different,True
167,1,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
168,1,category,clock,clock1_clock3,images/category/clock1.png,images/category/clock3.png,different,True
169,1,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
170,1,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
171,1,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
172,1,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
173,1,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
174,1,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
175,1,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
176,1,category,clock,clock2_clock4,images/category/clock2.png,images/category/clock4.png,different,True
