trial_type,category,pair,left_image,right_image,correct_response,randomize_lr
different,,bench1_vs_button1,stimuli/images/practice/bench1.png,stimuli/images/practice/button1.png,different,True
different,,bench1_vs_cactus1,stimuli/images/practice/bench1.png,stimuli/images/practice/cactus1.png,different,True
different,,bench1_vs_cake1,stimuli/images/practice/bench1.png,stimuli/images/practice/cake1.png,different,True
different,,bench1_vs_cow1,stimuli/images/practice/bench1.png,stimuli/images/practice/cow1.png,different,True
different,,bench1_vs_deer1,stimuli/images/practice/bench1.png,stimuli/images/practice/deer1.png,different,True
different,,bench1_vs_die1,stimuli/images/practice/bench1.png,stimuli/images/practice/die1.png,different,True
different,,bench1_vs_domino1,stimuli/images/practice/bench1.png,stimuli/images/practice/domino1.png,different,True
different,,bench1_vs_donut1,stimuli/images/practice/bench1.png,stimuli/images/practice/donut1.png,different,True
different,,bench1_vs_hat1,stimuli/images/practice/bench1.png,stimuli/images/practice/hat1.png,different,True
different,,bench1_vs_orangutan1,stimuli/images/practice/bench1.png,stimuli/images/practice/orangutan1.png,different,True
different,,bench1_vs_pear1,stimuli/images/practice/bench1.png,stimuli/images/practice/pear1.png,different,True
different,,bench1_vs_pipe1,stimuli/images/practice/bench1.png,stimuli/images/practice/pipe1.png,different,True
different,,bench1_vs_redcabbage,stimuli/images/practice/bench1.png,stimuli/images/practice/redcabbage.png,different,True
different,,bench1_vs_statueofliberty1,stimuli/images/practice/bench1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,bench1_vs_swan1,stimuli/images/practice/bench1.png,stimuli/images/practice/swan1.png,different,True
different,,bench1_vs_watch1,stimuli/images/practice/bench1.png,stimuli/images/practice/watch1.png,different,True
different,,bench1_vs_wineglass1,stimuli/images/practice/bench1.png,stimuli/images/practice/wineglass1.png,different,True
different,,bench1_vs_yacht1,stimuli/images/practice/bench1.png,stimuli/images/practice/yacht1.png,different,True
different,,bench1_vs_zebra1,stimuli/images/practice/bench1.png,stimuli/images/practice/zebra1.png,different,True
different,,bicycle1_vs_button1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/button1.png,different,True
different,,bicycle1_vs_cactus1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/cactus1.png,different,True
different,,bicycle1_vs_cake1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/cake1.png,different,True
different,,bicycle1_vs_cow1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/cow1.png,different,True
different,,bicycle1_vs_deer1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/deer1.png,different,True
different,,bicycle1_vs_die1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/die1.png,different,True
different,,bicycle1_vs_domino1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/domino1.png,different,True
different,,bicycle1_vs_donut1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/donut1.png,different,True
different,,bicycle1_vs_hat1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/hat1.png,different,True
different,,bicycle1_vs_orangutan1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/orangutan1.png,different,True
different,,bicycle1_vs_pear1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/pear1.png,different,True
different,,bicycle1_vs_pipe1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/pipe1.png,different,True
different,,bicycle1_vs_redcabbage,stimuli/images/practice/bicycle1.png,stimuli/images/practice/redcabbage.png,different,True
different,,bicycle1_vs_statueofliberty1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,bicycle1_vs_swan1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/swan1.png,different,True
different,,bicycle1_vs_watch1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/watch1.png,different,True
different,,bicycle1_vs_wineglass1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/wineglass1.png,different,True
different,,bicycle1_vs_yacht1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/yacht1.png,different,True
different,,bicycle1_vs_zebra1,stimuli/images/practice/bicycle1.png,stimuli/images/practice/zebra1.png,different,True
different,,button1_vs_cactus1,stimuli/images/practice/button1.png,stimuli/images/practice/cactus1.png,different,True
different,,button1_vs_cake1,stimuli/images/practice/button1.png,stimuli/images/practice/cake1.png,different,True
different,,button1_vs_cow1,stimuli/images/practice/button1.png,stimuli/images/practice/cow1.png,different,True
different,,button1_vs_deer1,stimuli/images/practice/button1.png,stimuli/images/practice/deer1.png,different,True
different,,button1_vs_die1,stimuli/images/practice/button1.png,stimuli/images/practice/die1.png,different,True
different,,button1_vs_domino1,stimuli/images/practice/button1.png,stimuli/images/practice/domino1.png,different,True
different,,button1_vs_donut1,stimuli/images/practice/button1.png,stimuli/images/practice/donut1.png,different,True
different,,button1_vs_hat1,stimuli/images/practice/button1.png,stimuli/images/practice/hat1.png,different,True
different,,button1_vs_orangutan1,stimuli/images/practice/button1.png,stimuli/images/practice/orangutan1.png,different,True
different,,button1_vs_pear1,stimuli/images/practice/button1.png,stimuli/images/practice/pear1.png,different,True
different,,button1_vs_pipe1,stimuli/images/practice/button1.png,stimuli/images/practice/pipe1.png,different,True
different,,button1_vs_redcabbage,stimuli/images/practice/button1.png,stimuli/images/practice/redcabbage.png,different,True
different,,button1_vs_statueofliberty1,stimuli/images/practice/button1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,button1_vs_swan1,stimuli/images/practice/button1.png,stimuli/images/practice/swan1.png,different,True
different,,button1_vs_watch1,stimuli/images/practice/button1.png,stimuli/images/practice/watch1.png,different,True
different,,button1_vs_wineglass1,stimuli/images/practice/button1.png,stimuli/images/practice/wineglass1.png,different,True
different,,button1_vs_yacht1,stimuli/images/practice/button1.png,stimuli/images/practice/yacht1.png,different,True
different,,button1_vs_zebra1,stimuli/images/practice/button1.png,stimuli/images/practice/zebra1.png,different,True
different,,cactus1_vs_cake1,stimuli/images/practice/cactus1.png,stimuli/images/practice/cake1.png,different,True
different,,cactus1_vs_cow1,stimuli/images/practice/cactus1.png,stimuli/images/practice/cow1.png,different,True
different,,cactus1_vs_deer1,stimuli/images/practice/cactus1.png,stimuli/images/practice/deer1.png,different,True
different,,cactus1_vs_die1,stimuli/images/practice/cactus1.png,stimuli/images/practice/die1.png,different,True
different,,cactus1_vs_domino1,stimuli/images/practice/cactus1.png,stimuli/images/practice/domino1.png,different,True
different,,cactus1_vs_donut1,stimuli/images/practice/cactus1.png,stimuli/images/practice/donut1.png,different,True
different,,cactus1_vs_hat1,stimuli/images/practice/cactus1.png,stimuli/images/practice/hat1.png,different,True
different,,cactus1_vs_orangutan1,stimuli/images/practice/cactus1.png,stimuli/images/practice/orangutan1.png,different,True
different,,cactus1_vs_pear1,stimuli/images/practice/cactus1.png,stimuli/images/practice/pear1.png,different,True
different,,cactus1_vs_pipe1,stimuli/images/practice/cactus1.png,stimuli/images/practice/pipe1.png,different,True
different,,cactus1_vs_redcabbage,stimuli/images/practice/cactus1.png,stimuli/images/practice/redcabbage.png,different,True
different,,cactus1_vs_statueofliberty1,stimuli/images/practice/cactus1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,cactus1_vs_swan1,stimuli/images/practice/cactus1.png,stimuli/images/practice/swan1.png,different,True
different,,cactus1_vs_watch1,stimuli/images/practice/cactus1.png,stimuli/images/practice/watch1.png,different,True
different,,cactus1_vs_wineglass1,stimuli/images/practice/cactus1.png,stimuli/images/practice/wineglass1.png,different,True
different,,cactus1_vs_yacht1,stimuli/images/practice/cactus1.png,stimuli/images/practice/yacht1.png,different,True
different,,cactus1_vs_zebra1,stimuli/images/practice/cactus1.png,stimuli/images/practice/zebra1.png,different,True
different,,cake1_vs_cow1,stimuli/images/practice/cake1.png,stimuli/images/practice/cow1.png,different,True
different,,cake1_vs_deer1,stimuli/images/practice/cake1.png,stimuli/images/practice/deer1.png,different,True
different,,cake1_vs_die1,stimuli/images/practice/cake1.png,stimuli/images/practice/die1.png,different,True
different,,cake1_vs_domino1,stimuli/images/practice/cake1.png,stimuli/images/practice/domino1.png,different,True
different,,cake1_vs_donut1,stimuli/images/practice/cake1.png,stimuli/images/practice/donut1.png,different,True
different,,cake1_vs_hat1,stimuli/images/practice/cake1.png,stimuli/images/practice/hat1.png,different,True
different,,cake1_vs_orangutan1,stimuli/images/practice/cake1.png,stimuli/images/practice/orangutan1.png,different,True
different,,cake1_vs_pear1,stimuli/images/practice/cake1.png,stimuli/images/practice/pear1.png,different,True
different,,cake1_vs_pipe1,stimuli/images/practice/cake1.png,stimuli/images/practice/pipe1.png,different,True
different,,cake1_vs_redcabbage,stimuli/images/practice/cake1.png,stimuli/images/practice/redcabbage.png,different,True
different,,cake1_vs_statueofliberty1,stimuli/images/practice/cake1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,cake1_vs_swan1,stimuli/images/practice/cake1.png,stimuli/images/practice/swan1.png,different,True
different,,cake1_vs_watch1,stimuli/images/practice/cake1.png,stimuli/images/practice/watch1.png,different,True
different,,cake1_vs_wineglass1,stimuli/images/practice/cake1.png,stimuli/images/practice/wineglass1.png,different,True
different,,cake1_vs_yacht1,stimuli/images/practice/cake1.png,stimuli/images/practice/yacht1.png,different,True
different,,cake1_vs_zebra1,stimuli/images/practice/cake1.png,stimuli/images/practice/zebra1.png,different,True
different,,cow1_vs_deer1,stimuli/images/practice/cow1.png,stimuli/images/practice/deer1.png,different,True
different,,cow1_vs_die1,stimuli/images/practice/cow1.png,stimuli/images/practice/die1.png,different,True
different,,cow1_vs_domino1,stimuli/images/practice/cow1.png,stimuli/images/practice/domino1.png,different,True
different,,cow1_vs_donut1,stimuli/images/practice/cow1.png,stimuli/images/practice/donut1.png,different,True
different,,cow1_vs_hat1,stimuli/images/practice/cow1.png,stimuli/images/practice/hat1.png,different,True
different,,cow1_vs_orangutan1,stimuli/images/practice/cow1.png,stimuli/images/practice/orangutan1.png,different,True
different,,cow1_vs_pear1,stimuli/images/practice/cow1.png,stimuli/images/practice/pear1.png,different,True
different,,cow1_vs_pipe1,stimuli/images/practice/cow1.png,stimuli/images/practice/pipe1.png,different,True
different,,cow1_vs_redcabbage,stimuli/images/practice/cow1.png,stimuli/images/practice/redcabbage.png,different,True
different,,cow1_vs_statueofliberty1,stimuli/images/practice/cow1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,cow1_vs_swan1,stimuli/images/practice/cow1.png,stimuli/images/practice/swan1.png,different,True
different,,cow1_vs_watch1,stimuli/images/practice/cow1.png,stimuli/images/practice/watch1.png,different,True
different,,cow1_vs_wineglass1,stimuli/images/practice/cow1.png,stimuli/images/practice/wineglass1.png,different,True
different,,cow1_vs_yacht1,stimuli/images/practice/cow1.png,stimuli/images/practice/yacht1.png,different,True
different,,cow1_vs_zebra1,stimuli/images/practice/cow1.png,stimuli/images/practice/zebra1.png,different,True
different,,deer1_vs_die1,stimuli/images/practice/deer1.png,stimuli/images/practice/die1.png,different,True
different,,deer1_vs_domino1,stimuli/images/practice/deer1.png,stimuli/images/practice/domino1.png,different,True
different,,deer1_vs_donut1,stimuli/images/practice/deer1.png,stimuli/images/practice/donut1.png,different,True
different,,deer1_vs_hat1,stimuli/images/practice/deer1.png,stimuli/images/practice/hat1.png,different,True
different,,deer1_vs_orangutan1,stimuli/images/practice/deer1.png,stimuli/images/practice/orangutan1.png,different,True
different,,deer1_vs_pear1,stimuli/images/practice/deer1.png,stimuli/images/practice/pear1.png,different,True
different,,deer1_vs_pipe1,stimuli/images/practice/deer1.png,stimuli/images/practice/pipe1.png,different,True
different,,deer1_vs_redcabbage,stimuli/images/practice/deer1.png,stimuli/images/practice/redcabbage.png,different,True
different,,deer1_vs_statueofliberty1,stimuli/images/practice/deer1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,deer1_vs_swan1,stimuli/images/practice/deer1.png,stimuli/images/practice/swan1.png,different,True
different,,deer1_vs_watch1,stimuli/images/practice/deer1.png,stimuli/images/practice/watch1.png,different,True
different,,deer1_vs_wineglass1,stimuli/images/practice/deer1.png,stimuli/images/practice/wineglass1.png,different,True
different,,deer1_vs_yacht1,stimuli/images/practice/deer1.png,stimuli/images/practice/yacht1.png,different,True
different,,deer1_vs_zebra1,stimuli/images/practice/deer1.png,stimuli/images/practice/zebra1.png,different,True
different,,die1_vs_domino1,stimuli/images/practice/die1.png,stimuli/images/practice/domino1.png,different,True
different,,die1_vs_donut1,stimuli/images/practice/die1.png,stimuli/images/practice/donut1.png,different,True
different,,die1_vs_hat1,stimuli/images/practice/die1.png,stimuli/images/practice/hat1.png,different,True
different,,die1_vs_orangutan1,stimuli/images/practice/die1.png,stimuli/images/practice/orangutan1.png,different,True
different,,die1_vs_pear1,stimuli/images/practice/die1.png,stimuli/images/practice/pear1.png,different,True
different,,die1_vs_pipe1,stimuli/images/practice/die1.png,stimuli/images/practice/pipe1.png,different,True
different,,die1_vs_redcabbage,stimuli/images/practice/die1.png,stimuli/images/practice/redcabbage.png,different,True
different,,die1_vs_statueofliberty1,stimuli/images/practice/die1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,die1_vs_swan1,stimuli/images/practice/die1.png,stimuli/images/practice/swan1.png,different,True
different,,die1_vs_watch1,stimuli/images/practice/die1.png,stimuli/images/practice/watch1.png,different,True
different,,die1_vs_wineglass1,stimuli/images/practice/die1.png,stimuli/images/practice/wineglass1.png,different,True
different,,die1_vs_yacht1,stimuli/images/practice/die1.png,stimuli/images/practice/yacht1.png,different,True
different,,die1_vs_zebra1,stimuli/images/practice/die1.png,stimuli/images/practice/zebra1.png,different,True
different,,domino1_vs_donut1,stimuli/images/practice/domino1.png,stimuli/images/practice/donut1.png,different,True
different,,domino1_vs_hat1,stimuli/images/practice/domino1.png,stimuli/images/practice/hat1.png,different,True
different,,domino1_vs_orangutan1,stimuli/images/practice/domino1.png,stimuli/images/practice/orangutan1.png,different,True
different,,domino1_vs_pear1,stimuli/images/practice/domino1.png,stimuli/images/practice/pear1.png,different,True
different,,domino1_vs_pipe1,stimuli/images/practice/domino1.png,stimuli/images/practice/pipe1.png,different,True
different,,domino1_vs_redcabbage,stimuli/images/practice/domino1.png,stimuli/images/practice/redcabbage.png,different,True
different,,domino1_vs_statueofliberty1,stimuli/images/practice/domino1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,domino1_vs_swan1,stimuli/images/practice/domino1.png,stimuli/images/practice/swan1.png,different,True
different,,domino1_vs_watch1,stimuli/images/practice/domino1.png,stimuli/images/practice/watch1.png,different,True
different,,domino1_vs_wineglass1,stimuli/images/practice/domino1.png,stimuli/images/practice/wineglass1.png,different,True
different,,domino1_vs_yacht1,stimuli/images/practice/domino1.png,stimuli/images/practice/yacht1.png,different,True
different,,domino1_vs_zebra1,stimuli/images/practice/domino1.png,stimuli/images/practice/zebra1.png,different,True
different,,donut1_vs_hat1,stimuli/images/practice/donut1.png,stimuli/images/practice/hat1.png,different,True
different,,donut1_vs_orangutan1,stimuli/images/practice/donut1.png,stimuli/images/practice/orangutan1.png,different,True
different,,donut1_vs_pear1,stimuli/images/practice/donut1.png,stimuli/images/practice/pear1.png,different,True
different,,donut1_vs_pipe1,stimuli/images/practice/donut1.png,stimuli/images/practice/pipe1.png,different,True
different,,donut1_vs_redcabbage,stimuli/images/practice/donut1.png,stimuli/images/practice/redcabbage.png,different,True
different,,donut1_vs_statueofliberty1,stimuli/images/practice/donut1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,donut1_vs_swan1,stimuli/images/practice/donut1.png,stimuli/images/practice/swan1.png,different,True
different,,donut1_vs_watch1,stimuli/images/practice/donut1.png,stimuli/images/practice/watch1.png,different,True
different,,donut1_vs_wineglass1,stimuli/images/practice/donut1.png,stimuli/images/practice/wineglass1.png,different,True
different,,donut1_vs_yacht1,stimuli/images/practice/donut1.png,stimuli/images/practice/yacht1.png,different,True
different,,donut1_vs_zebra1,stimuli/images/practice/donut1.png,stimuli/images/practice/zebra1.png,different,True
different,,hat1_vs_orangutan1,stimuli/images/practice/hat1.png,stimuli/images/practice/orangutan1.png,different,True
different,,hat1_vs_pear1,stimuli/images/practice/hat1.png,stimuli/images/practice/pear1.png,different,True
different,,hat1_vs_pipe1,stimuli/images/practice/hat1.png,stimuli/images/practice/pipe1.png,different,True
different,,hat1_vs_redcabbage,stimuli/images/practice/hat1.png,stimuli/images/practice/redcabbage.png,different,True
different,,hat1_vs_statueofliberty1,stimuli/images/practice/hat1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,hat1_vs_swan1,stimuli/images/practice/hat1.png,stimuli/images/practice/swan1.png,different,True
different,,hat1_vs_watch1,stimuli/images/practice/hat1.png,stimuli/images/practice/watch1.png,different,True
different,,hat1_vs_wineglass1,stimuli/images/practice/hat1.png,stimuli/images/practice/wineglass1.png,different,True
different,,hat1_vs_yacht1,stimuli/images/practice/hat1.png,stimuli/images/practice/yacht1.png,different,True
different,,hat1_vs_zebra1,stimuli/images/practice/hat1.png,stimuli/images/practice/zebra1.png,different,True
different,,orangutan1_vs_pear1,stimuli/images/practice/orangutan1.png,stimuli/images/practice/pear1.png,different,True
different,,orangutan1_vs_pipe1,stimuli/images/practice/orangutan1.png,stimuli/images/practice/pipe1.png,different,True
different,,orangutan1_vs_redcabbage,stimuli/images/practice/orangutan1.png,stimuli/images/practice/redcabbage.png,different,True
different,,orangutan1_vs_statueofliberty1,stimuli/images/practice/orangutan1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,orangutan1_vs_swan1,stimuli/images/practice/orangutan1.png,stimuli/images/practice/swan1.png,different,True
different,,orangutan1_vs_watch1,stimuli/images/practice/orangutan1.png,stimuli/images/practice/watch1.png,different,True
different,,orangutan1_vs_wineglass1,stimuli/images/practice/orangutan1.png,stimuli/images/practice/wineglass1.png,different,True
different,,orangutan1_vs_yacht1,stimuli/images/practice/orangutan1.png,stimuli/images/practice/yacht1.png,different,True
different,,orangutan1_vs_zebra1,stimuli/images/practice/orangutan1.png,stimuli/images/practice/zebra1.png,different,True
different,,pear1_vs_pipe1,stimuli/images/practice/pear1.png,stimuli/images/practice/pipe1.png,different,True
different,,pear1_vs_redcabbage,stimuli/images/practice/pear1.png,stimuli/images/practice/redcabbage.png,different,True
different,,pear1_vs_statueofliberty1,stimuli/images/practice/pear1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,pear1_vs_swan1,stimuli/images/practice/pear1.png,stimuli/images/practice/swan1.png,different,True
different,,pear1_vs_watch1,stimuli/images/practice/pear1.png,stimuli/images/practice/watch1.png,different,True
different,,pear1_vs_wineglass1,stimuli/images/practice/pear1.png,stimuli/images/practice/wineglass1.png,different,True
different,,pear1_vs_yacht1,stimuli/images/practice/pear1.png,stimuli/images/practice/yacht1.png,different,True
different,,pear1_vs_zebra1,stimuli/images/practice/pear1.png,stimuli/images/practice/zebra1.png,different,True
different,,pipe1_vs_redcabbage,stimuli/images/practice/pipe1.png,stimuli/images/practice/redcabbage.png,different,True
different,,pipe1_vs_statueofliberty1,stimuli/images/practice/pipe1.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,pipe1_vs_swan1,stimuli/images/practice/pipe1.png,stimuli/images/practice/swan1.png,different,True
different,,pipe1_vs_watch1,stimuli/images/practice/pipe1.png,stimuli/images/practice/watch1.png,different,True
different,,pipe1_vs_wineglass1,stimuli/images/practice/pipe1.png,stimuli/images/practice/wineglass1.png,different,True
different,,pipe1_vs_yacht1,stimuli/images/practice/pipe1.png,stimuli/images/practice/yacht1.png,different,True
different,,pipe1_vs_zebra1,stimuli/images/practice/pipe1.png,stimuli/images/practice/zebra1.png,different,True
different,,redcabbage_vs_statueofliberty1,stimuli/images/practice/redcabbage.png,stimuli/images/practice/statueofliberty1.png,different,True
different,,redcabbage_vs_swan1,stimuli/images/practice/redcabbage.png,stimuli/images/practice/swan1.png,different,True
different,,redcabbage_vs_watch1,stimuli/images/practice/redcabbage.png,stimuli/images/practice/watch1.png,different,True
different,,redcabbage_vs_wineglass1,stimuli/images/practice/redcabbage.png,stimuli/images/practice/wineglass1.png,different,True
different,,redcabbage_vs_yacht1,stimuli/images/practice/redcabbage.png,stimuli/images/practice/yacht1.png,different,True
different,,redcabbage_vs_zebra1,stimuli/images/practice/redcabbage.png,stimuli/images/practice/zebra1.png,different,True
different,,statueofliberty1_vs_swan1,stimuli/images/practice/statueofliberty1.png,stimuli/images/practice/swan1.png,different,True
different,,statueofliberty1_vs_watch1,stimuli/images/practice/statueofliberty1.png,stimuli/images/practice/watch1.png,different,True
different,,statueofliberty1_vs_wineglass1,stimuli/images/practice/statueofliberty1.png,stimuli/images/practice/wineglass1.png,different,True
different,,statueofliberty1_vs_yacht1,stimuli/images/practice/statueofliberty1.png,stimuli/images/practice/yacht1.png,different,True
different,,statueofliberty1_vs_zebra1,stimuli/images/practice/statueofliberty1.png,stimuli/images/practice/zebra1.png,different,True
different,,swan1_vs_watch1,stimuli/images/practice/swan1.png,stimuli/images/practice/watch1.png,different,True
different,,swan1_vs_wineglass1,stimuli/images/practice/swan1.png,stimuli/images/practice/wineglass1.png,different,True
different,,swan1_vs_yacht1,stimuli/images/practice/swan1.png,stimuli/images/practice/yacht1.png,different,True
different,,swan1_vs_zebra1,stimuli/images/practice/swan1.png,stimuli/images/practice/zebra1.png,different,True
different,,watch1_vs_wineglass1,stimuli/images/practice/watch1.png,stimuli/images/practice/wineglass1.png,different,True
different,,watch1_vs_yacht1,stimuli/images/practice/watch1.png,stimuli/images/practice/yacht1.png,different,True
different,,watch1_vs_zebra1,stimuli/images/practice/watch1.png,stimuli/images/practice/zebra1.png,different,True
different,,wineglass1_vs_yacht1,stimuli/images/practice/wineglass1.png,stimuli/images/practice/yacht1.png,different,True
different,,wineglass1_vs_zebra1,stimuli/images/practice/wineglass1.png,stimuli/images/practice/zebra1.png,different,True
different,,yacht1_vs_zebra1,stimuli/images/practice/yacht1.png,stimuli/images/practice/zebra1.png,different,True
