trial_type,category,pair,left_image,right_image,correct_response,randomize_lr
identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
identity,handmirror,handmirror1_vs_handmirror1,stimuli/images/identity/handmirror1.png,stimuli/images/identity/handmirror1.png,same,False
identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
identity,hotairballoon,hotairballoon1_vs_hotairballoon1,stimuli/images/identity/hotairballoon1.png,stimuli/images/identity/hotairballoon1.png,same,False
identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
identity,ladder,ladder1_vs_ladder1,stimuli/images/identity/ladder1.png,stimuli/images/identity/ladder1.png,same,False
identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
identity,measuringtape,measuringtape1_vs_measuringtape1,stimuli/images/identity/measuringtape1.png,stimuli/images/identity/measuringtape1.png,same,False
identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
identity,pie,pie1_vs_pie1,stimuli/images/identity/pie1.png,stimuli/images/identity/pie1.png,same,False
identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
identity,pill,pill1_vs_pill1,stimuli/images/identity/pill1.png,stimuli/images/identity/pill1.png,same,False
