trial_type,category,pair,left_image,right_image,correct_response,randomize_lr
category,candybar,candybar2_candybar3,stimuli/images/category/candybar2.png,stimuli/images/category/candybar3.png,different,True
category,candybar,candybar2_candybar3,stimuli/images/category/candybar2.png,stimuli/images/category/candybar3.png,different,True
category,candybar,candybar2_candybar3,stimuli/images/category/candybar2.png,stimuli/images/category/candybar3.png,different,True
category,candybar,candybar2_candybar3,stimuli/images/category/candybar2.png,stimuli/images/category/candybar3.png,different,True
category,candybar,candybar2_candybar3,stimuli/images/category/candybar2.png,stimuli/images/category/candybar3.png,different,True
category,candybar,candybar2_candybar3,stimuli/images/category/candybar2.png,stimuli/images/category/candybar3.png,different,True
category,candybar,candybar2_candybar3,stimuli/images/category/candybar2.png,stimuli/images/category/candybar3.png,different,True
category,candybar,candybar2_candybar4,stimuli/images/category/candybar2.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar2_candybar4,stimuli/images/category/candybar2.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar2_candybar4,stimuli/images/category/candybar2.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar2_candybar4,stimuli/images/category/candybar2.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar2_candybar4,stimuli/images/category/candybar2.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar2_candybar4,stimuli/images/category/candybar2.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar2_candybar4,stimuli/images/category/candybar2.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar2_candybar4,stimuli/images/category/candybar2.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar3_candybar4,stimuli/images/category/candybar3.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar3_candybar4,stimuli/images/category/candybar3.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar3_candybar4,stimuli/images/category/candybar3.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar3_candybar4,stimuli/images/category/candybar3.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar3_candybar4,stimuli/images/category/candybar3.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar3_candybar4,stimuli/images/category/candybar3.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar3_candybar4,stimuli/images/category/candybar3.png,stimuli/images/category/candybar4.png,different,True
category,candybar,candybar3_candybar4,stimuli/images/category/candybar3.png,stimuli/images/category/candybar4.png,different,True
category,clock,clock1_clock2,stimuli/images/category/clock1.png,stimuli/images/category/clock2.png,different,True
category,clock,clock1_clock2,stimuli/images/category/clock1.png,stimuli/images/category/clock2.png,different,True
category,clock,clock1_clock2,stimuli/images/category/clock1.png,stimuli/images/category/clock2.png,different,True
category,clock,clock1_clock2,stimuli/images/category/clock1.png,stimuli/images/category/clock2.png,different,True
category,clock,clock1_clock2,stimuli/images/category/clock1.png,stimuli/images/category/clock2.png,different,True
category,clock,clock1_clock2,stimuli/images/category/clock1.png,stimuli/images/category/clock2.png,different,True
category,clock,clock1_clock2,stimuli/images/category/clock1.png,stimuli/images/category/clock2.png,different,True
category,clock,clock1_clock2,stimuli/images/category/clock1.png,stimuli/images/category/clock2.png,different,True
category,clock,clock1_clock3,stimuli/images/category/clock1.png,stimuli/images/category/clock3.png,different,True
category,clock,clock1_clock3,stimuli/images/category/clock1.png,stimuli/images/category/clock3.png,different,True
category,clock,clock1_clock3,stimuli/images/category/clock1.png,stimuli/images/category/clock3.png,different,True
category,clock,clock1_clock3,stimuli/images/category/clock1.png,stimuli/images/category/clock3.png,different,True
category,clock,clock1_clock3,stimuli/images/category/clock1.png,stimuli/images/category/clock3.png,different,True
category,clock,clock1_clock3,stimuli/images/category/clock1.png,stimuli/images/category/clock3.png,different,True
category,clock,clock1_clock3,stimuli/images/category/clock1.png,stimuli/images/category/clock3.png,different,True
category,clock,clock1_clock3,stimuli/images/category/clock1.png,stimuli/images/category/clock3.png,different,True
category,clock,clock1_clock4,stimuli/images/category/clock1.png,stimuli/images/category/clock4.png,different,True
category,clock,clock1_clock4,stimuli/images/category/clock1.png,stimuli/images/category/clock4.png,different,True
category,clock,clock1_clock4,stimuli/images/category/clock1.png,stimuli/images/category/clock4.png,different,True
category,clock,clock1_clock4,stimuli/images/category/clock1.png,stimuli/images/category/clock4.png,different,True
category,clock,clock1_clock4,stimuli/images/category/clock1.png,stimuli/images/category/clock4.png,different,True
category,clock,clock1_clock4,stimuli/images/category/clock1.png,stimuli/images/category/clock4.png,different,True
category,clock,clock1_clock4,stimuli/images/category/clock1.png,stimuli/images/category/clock4.png,different,True
category,clock,clock1_clock4,stimuli/images/category/clock1.png,stimuli/images/category/clock4.png,different,True
category,clock,clock2_clock3,stimuli/images/category/clock2.png,stimuli/images/category/clock3.png,different,True
category,clock,clock2_clock3,stimuli/images/category/clock2.png,stimuli/images/category/clock3.png,different,True
category,clock,clock2_clock3,stimuli/images/category/clock2.png,stimuli/images/category/clock3.png,different,True
category,clock,clock2_clock3,stimuli/images/category/clock2.png,stimuli/images/category/clock3.png,different,True
category,clock,clock2_clock3,stimuli/images/category/clock2.png,stimuli/images/category/clock3.png,different,True
category,clock,clock2_clock3,stimuli/images/category/clock2.png,stimuli/images/category/clock3.png,different,True
category,clock,clock2_clock3,stimuli/images/category/clock2.png,stimuli/images/category/clock3.png,different,True
category,clock,clock2_clock3,stimuli/images/category/clock2.png,stimuli/images/category/clock3.png,different,True
category,clock,clock2_clock4,stimuli/images/category/clock2.png,stimuli/images/category/clock4.png,different,True
category,clock,clock2_clock4,stimuli/images/category/clock2.png,stimuli/images/category/clock4.png,different,True
category,clock,clock2_clock4,stimuli/images/category/clock2.png,stimuli/images/category/clock4.png,different,True
category,clock,clock2_clock4,stimuli/images/category/clock2.png,stimuli/images/category/clock4.png,different,True
category,clock,clock2_clock4,stimuli/images/category/clock2.png,stimuli/images/category/clock4.png,different,True
category,clock,clock2_clock4,stimuli/images/category/clock2.png,stimuli/images/category/clock4.png,different,True
category,clock,clock2_clock4,stimuli/images/category/clock2.png,stimuli/images/category/clock4.png,different,True
category,clock,clock2_clock4,stimuli/images/category/clock2.png,stimuli/images/category/clock4.png,different,True
category,clock,clock3_clock4,stimuli/images/category/clock3.png,stimuli/images/category/clock4.png,different,True
category,clock,clock3_clock4,stimuli/images/category/clock3.png,stimuli/images/category/clock4.png,different,True
category,clock,clock3_clock4,stimuli/images/category/clock3.png,stimuli/images/category/clock4.png,different,True
category,clock,clock3_clock4,stimuli/images/category/clock3.png,stimuli/images/category/clock4.png,different,True
category,clock,clock3_clock4,stimuli/images/category/clock3.png,stimuli/images/category/clock4.png,different,True
category,clock,clock3_clock4,stimuli/images/category/clock3.png,stimuli/images/category/clock4.png,different,True
category,clock,clock3_clock4,stimuli/images/category/clock3.png,stimuli/images/category/clock4.png,different,True
category,clock,clock3_clock4,stimuli/images/category/clock3.png,stimuli/images/category/clock4.png,different,True
category,fork,fork1_fork2,stimuli/images/category/fork1.png,stimuli/images/category/fork2.png,different,True
category,fork,fork1_fork2,stimuli/images/category/fork1.png,stimuli/images/category/fork2.png,different,True
category,fork,fork1_fork2,stimuli/images/category/fork1.png,stimuli/images/category/fork2.png,different,True
category,fork,fork1_fork2,stimuli/images/category/fork1.png,stimuli/images/category/fork2.png,different,True
category,fork,fork1_fork2,stimuli/images/category/fork1.png,stimuli/images/category/fork2.png,different,True
category,fork,fork1_fork2,stimuli/images/category/fork1.png,stimuli/images/category/fork2.png,different,True
category,fork,fork1_fork2,stimuli/images/category/fork1.png,stimuli/images/category/fork2.png,different,True
category,fork,fork1_fork2,stimuli/images/category/fork1.png,stimuli/images/category/fork2.png,different,True
category,fork,fork1_fork3,stimuli/images/category/fork1.png,stimuli/images/category/fork3.png,different,True
category,fork,fork1_fork3,stimuli/images/category/fork1.png,stimuli/images/category/fork3.png,different,True
category,fork,fork1_fork3,stimuli/images/category/fork1.png,stimuli/images/category/fork3.png,different,True
category,fork,fork1_fork3,stimuli/images/category/fork1.png,stimuli/images/category/fork3.png,different,True
category,fork,fork1_fork3,stimuli/images/category/fork1.png,stimuli/images/category/fork3.png,different,True
category,fork,fork1_fork3,stimuli/images/category/fork1.png,stimuli/images/category/fork3.png,different,True
category,fork,fork1_fork3,stimuli/images/category/fork1.png,stimuli/images/category/fork3.png,different,True
category,fork,fork1_fork3,stimuli/images/category/fork1.png,stimuli/images/category/fork3.png,different,True
category,fork,fork1_fork4,stimuli/images/category/fork1.png,stimuli/images/category/fork4.png,different,True
category,fork,fork1_fork4,stimuli/images/category/fork1.png,stimuli/images/category/fork4.png,different,True
category,fork,fork1_fork4,stimuli/images/category/fork1.png,stimuli/images/category/fork4.png,different,True
category,fork,fork1_fork4,stimuli/images/category/fork1.png,stimuli/images/category/fork4.png,different,True
category,fork,fork1_fork4,stimuli/images/category/fork1.png,stimuli/images/category/fork4.png,different,True
category,fork,fork1_fork4,stimuli/images/category/fork1.png,stimuli/images/category/fork4.png,different,True
category,fork,fork1_fork4,stimuli/images/category/fork1.png,stimuli/images/category/fork4.png,different,True
category,fork,fork1_fork4,stimuli/images/category/fork1.png,stimuli/images/category/fork4.png,different,True
category,fork,fork2_fork3,stimuli/images/category/fork2.png,stimuli/images/category/fork3.png,different,True
category,fork,fork2_fork3,stimuli/images/category/fork2.png,stimuli/images/category/fork3.png,different,True
category,fork,fork2_fork3,stimuli/images/category/fork2.png,stimuli/images/category/fork3.png,different,True
category,fork,fork2_fork3,stimuli/images/category/fork2.png,stimuli/images/category/fork3.png,different,True
category,fork,fork2_fork3,stimuli/images/category/fork2.png,stimuli/images/category/fork3.png,different,True
category,fork,fork2_fork3,stimuli/images/category/fork2.png,stimuli/images/category/fork3.png,different,True
category,fork,fork2_fork3,stimuli/images/category/fork2.png,stimuli/images/category/fork3.png,different,True
category,fork,fork2_fork3,stimuli/images/category/fork2.png,stimuli/images/category/fork3.png,different,True
category,fork,fork2_fork4,stimuli/images/category/fork2.png,stimuli/images/category/fork4.png,different,True
category,fork,fork2_fork4,stimuli/images/category/fork2.png,stimuli/images/category/fork4.png,different,True
category,fork,fork2_fork4,stimuli/images/category/fork2.png,stimuli/images/category/fork4.png,different,True
category,fork,fork2_fork4,stimuli/images/category/fork2.png,stimuli/images/category/fork4.png,different,True
category,fork,fork2_fork4,stimuli/images/category/fork2.png,stimuli/images/category/fork4.png,different,True
category,fork,fork2_fork4,stimuli/images/category/fork2.png,stimuli/images/category/fork4.png,different,True
category,fork,fork2_fork4,stimuli/images/category/fork2.png,stimuli/images/category/fork4.png,different,True
category,fork,fork2_fork4,stimuli/images/category/fork2.png,stimuli/images/category/fork4.png,different,True
category,fork,fork3_fork4,stimuli/images/category/fork3.png,stimuli/images/category/fork4.png,different,True
category,fork,fork3_fork4,stimuli/images/category/fork3.png,stimuli/images/category/fork4.png,different,True
category,fork,fork3_fork4,stimuli/images/category/fork3.png,stimuli/images/category/fork4.png,different,True
category,fork,fork3_fork4,stimuli/images/category/fork3.png,stimuli/images/category/fork4.png,different,True
category,fork,fork3_fork4,stimuli/images/category/fork3.png,stimuli/images/category/fork4.png,different,True
category,fork,fork3_fork4,stimuli/images/category/fork3.png,stimuli/images/category/fork4.png,different,True
category,fork,fork3_fork4,stimuli/images/category/fork3.png,stimuli/images/category/fork4.png,different,True
category,fork,fork3_fork4,stimuli/images/category/fork3.png,stimuli/images/category/fork4.png,different,True
category,musicstand,musicstand1_musicstand2,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand2.png,different,True
category,musicstand,musicstand1_musicstand2,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand2.png,different,True
category,musicstand,musicstand1_musicstand2,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand2.png,different,True
category,musicstand,musicstand1_musicstand2,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand2.png,different,True
category,musicstand,musicstand1_musicstand2,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand2.png,different,True
category,musicstand,musicstand1_musicstand2,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand2.png,different,True
category,musicstand,musicstand1_musicstand2,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand2.png,different,True
category,musicstand,musicstand1_musicstand2,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand2.png,different,True
category,musicstand,musicstand1_musicstand3,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand1_musicstand3,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand1_musicstand3,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand1_musicstand3,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand1_musicstand3,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand1_musicstand3,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand1_musicstand3,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand1_musicstand3,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand1_musicstand4,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand1_musicstand4,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand1_musicstand4,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand1_musicstand4,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand1_musicstand4,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand1_musicstand4,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand1_musicstand4,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand1_musicstand4,stimuli/images/category/musicstand1.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand2_musicstand3,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand2_musicstand3,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand2_musicstand3,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand2_musicstand3,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand2_musicstand3,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand2_musicstand3,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand2_musicstand3,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand2_musicstand3,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand3.png,different,True
category,musicstand,musicstand2_musicstand4,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand2_musicstand4,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand2_musicstand4,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand2_musicstand4,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand2_musicstand4,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand2_musicstand4,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand2_musicstand4,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand2_musicstand4,stimuli/images/category/musicstand2.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand3_musicstand4,stimuli/images/category/musicstand3.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand3_musicstand4,stimuli/images/category/musicstand3.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand3_musicstand4,stimuli/images/category/musicstand3.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand3_musicstand4,stimuli/images/category/musicstand3.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand3_musicstand4,stimuli/images/category/musicstand3.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand3_musicstand4,stimuli/images/category/musicstand3.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand3_musicstand4,stimuli/images/category/musicstand3.png,stimuli/images/category/musicstand4.png,different,True
category,musicstand,musicstand3_musicstand4,stimuli/images/category/musicstand3.png,stimuli/images/category/musicstand4.png,different,True
category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
category,plate,plate1_plate2,stimuli/images/category/plate1.png,stimuli/images/category/plate2.png,different,True
category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
category,plate,plate1_plate3,stimuli/images/category/plate1.png,stimuli/images/category/plate3.png,different,True
category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
category,plate,plate1_plate4,stimuli/images/category/plate1.png,stimuli/images/category/plate4.png,different,True
category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
category,plate,plate2_plate3,stimuli/images/category/plate2.png,stimuli/images/category/plate3.png,different,True
category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
category,plate,plate2_plate4,stimuli/images/category/plate2.png,stimuli/images/category/plate4.png,different,True
category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
category,plate,plate3_plate4,stimuli/images/category/plate3.png,stimuli/images/category/plate4.png,different,True
category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
category,starfish,starfish1_starfish2,stimuli/images/category/starfish1.png,stimuli/images/category/starfish2.png,different,True
category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish1_starfish3,stimuli/images/category/starfish1.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish1_starfish4,stimuli/images/category/starfish1.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish2_starfish3,stimuli/images/category/starfish2.png,stimuli/images/category/starfish3.png,different,True
category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
category,starfish,starfish2_starfish4,stimuli/images/category/starfish2.png,stimuli/images/category/starfish4.png,different,True
