trial_index,condition,trial_type,category,pair,left_image,right_image,correct_response,randomize_lr
41,4,category,tire,tire1_tire3,images/category/tire1.png,images/category/tire3.png,different,True
42,4,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
43,4,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
44,4,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
45,4,category,tire,tire1_tire2,images/category/tire1.png,images/category/tire2.png,different,True
46,4,category,tweezers,tweezers2_tweezers3,images/category/tweezers2.png,images/category/tweezers3.png,different,True
47,4,category,tweezers,tweezers1_tweezers4,images/category/tweezers1.png,images/category/tweezers4.png,different,True
48,4,category,tweezers,tweezers1_tweezers2,images/category/tweezers1.png,images/category/tweezers2.png,different,True
49,4,category,tweezers,tweezers1_tweezers3,images/category/tweezers1.png,images/category/tweezers3.png,different,True
50,4,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
51,4,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
52,4,category,tire,tire2_tire4,images/category/tire2.png,images/category/tire4.png,different,True
53,4,category,tire,tire1_tire4,images/category/tire1.png,images/category/tire4.png,different,True
54,4,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
55,4,category,tire,tire1_tire4,images/category/tire1.png,images/category/tire4.png,different,True
56,4,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
57,4,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
58,4,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
59,4,category,tweezers,tweezers3_tweezers4,images/category/tweezers3.png,images/category/tweezers4.png,different,True
60,4,category,tweezers,tweezers1_tweezers4,images/category/tweezers1.png,images/category/tweezers4.png,different,True
61,4,category,tweezers,tweezers3_tweezers4,images/category/tweezers3.png,images/category/tweezers4.png,different,True
62,4,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
63,4,category,tweezers,tweezers1_tweezers4,images/category/tweezers1.png,images/category/tweezers4.png,different,True
64,4,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
65,4,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
66,4,category,tire,tire2_tire3,images/category/tire2.png,images/category/tire3.png,different,True
67,4,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
68,4,category,tweezers,tweezers3_tweezers4,images/category/tweezers3.png,images/category/tweezers4.png,different,True
69,4,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
70,4,category,tire,tire1_tire2,images/category/tire1.png,images/category/tire2.png,different,True
71,4,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
72,4,category,tire,tire1_tire2,images/category/tire1.png,images/category/tire2.png,different,True
73,4,category,tweezers,tweezers1_tweezers2,images/category/tweezers1.png,images/category/tweezers2.png,different,True
74,4,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
75,4,category,tweezers,tweezers1_tweezers3,images/category/tweezers1.png,images/category/tweezers3.png,different,True
76,4,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
77,4,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
78,4,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
79,4,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
80,4,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
81,4,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
82,4,category,tweezers,tweezers2_tweezers3,images/category/tweezers2.png,images/category/tweezers3.png,different,True
83,4,category,tweezers,tweezers2_tweezers4,images/category/tweezers2.png,images/category/tweezers4.png,different,True
84,4,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
85,4,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
86,4,category,tire,tire1_tire3,images/category/tire1.png,images/category/tire3.png,different,True
87,4,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
88,4,category,tire,tire1_tire4,images/category/tire1.png,images/category/tire4.png,different,True
89,4,category,tire,tire1_tire4,images/category/tire1.png,images/category/tire4.png,different,True
90,4,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
91,4,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
92,4,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
93,4,category,tweezers,tweezers1_tweezers4,images/category/tweezers1.png,images/category/tweezers4.png,different,True
94,4,category,tire,tire1_tire3,images/category/tire1.png,images/category/tire3.png,different,True
95,4,category,tweezers,tweezers1_tweezers2,images/category/tweezers1.png,images/category/tweezers2.png,different,True
96,4,category,tire,tire1_tire3,images/category/tire1.png,images/category/tire3.png,different,True
97,4,category,tweezers,tweezers1_tweezers4,images/category/tweezers1.png,images/category/tweezers4.png,different,True
98,4,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
99,4,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
100,4,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
101,4,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
102,4,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
103,4,category,tire,tire3_tire4,images/category/tire3.png,images/category/tire4.png,different,True
104,4,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
105,4,category,tweezers,tweezers1_tweezers2,images/category/tweezers1.png,images/category/tweezers2.png,different,True
106,4,category,tire,tire2_tire3,images/category/tire2.png,images/category/tire3.png,different,True
107,4,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
108,4,category,tire,tire1_tire3,images/category/tire1.png,images/category/tire3.png,different,True
109,4,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
110,4,category,tweezers,tweezers1_tweezers3,images/category/tweezers1.png,images/category/tweezers3.png,different,True
111,4,category,tire,tire2_tire4,images/category/tire2.png,images/category/tire4.png,different,True
112,4,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
113,4,category,tire,tire1_tire2,images/category/tire1.png,images/category/tire2.png,different,True
114,4,category,tweezers,tweezers2_tweezers3,images/category/tweezers2.png,images/category/tweezers3.png,different,True
115,4,identity,pie,pie1_vs_pie1,images/identity/pie1.png,images/identity/pie1.png,same,False
116,4,category,tire,tire1_tire4,images/category/tire1.png,images/category/tire4.png,different,True
117,4,category,tweezers,tweezers1_tweezers4,images/category/tweezers1.png,images/category/tweezers4.png,different,True
118,4,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
119,4,category,tweezers,tweezers1_tweezers3,images/category/tweezers1.png,images/category/tweezers3.png,different,True
120,4,category,tire,tire2_tire3,images/category/tire2.png,images/category/tire3.png,different,True
121,4,category,tweezers,tweezers1_tweezers3,images/category/tweezers1.png,images/category/tweezers3.png,different,True
122,4,category,tire,tire1_tire4,images/category/tire1.png,images/category/tire4.png,different,True
123,4,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
124,4,category,tweezers,tweezers2_tweezers4,images/category/tweezers2.png,images/category/tweezers4.png,different,True
125,4,category,tweezers,tweezers2_tweezers4,images/category/tweezers2.png,images/category/tweezers4.png,different,True
126,4,category,tire,tire2_tire3,images/category/tire2.png,images/category/tire3.png,different,True
127,4,category,tire,tire1_tire3,images/category/tire1.png,images/category/tire3.png,different,True
128,4,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
129,4,category,tire,tire2_tire4,images/category/tire2.png,images/category/tire4.png,different,True
130,4,category,tire,tire2_tire3,images/category/tire2.png,images/category/tire3.png,different,True
131,4,category,tweezers,tweezers1_tweezers2,images/category/tweezers1.png,images/category/tweezers2.png,different,True
132,4,category,tire,tire2_tire4,images/category/tire2.png,images/category/tire4.png,different,True
133,4,category,tire,tire1_tire2,images/category/tire1.png,images/category/tire2.png,different,True
134,4,category,tweezers,tweezers1_tweezers3,images/category/tweezers1.png,images/category/tweezers3.png,different,True
135,4,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
136,4,category,tweezers,tweezers2_tweezers3,images/category/tweezers2.png,images/category/tweezers3.png,different,True
137,4,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
138,4,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
139,4,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
140,4,category,tire,tire2_tire4,images/category/tire2.png,images/category/tire4.png,different,True
141,4,category,tweezers,tweezers1_tweezers2,images/category/tweezers1.png,images/category/tweezers2.png,different,True
142,4,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
143,4,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
144,4,category,tire,tire2_tire3,images/category/tire2.png,images/category/tire3.png,different,True
145,4,identity,fridge,fridge1_vs_fridge1,images/identity/fridge1.png,images/identity/fridge1.png,same,False
146,4,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
147,4,category,tweezers,tweezers2_tweezers4,images/category/tweezers2.png,images/category/tweezers4.png,different,True
148,4,category,tweezers,tweezers3_tweezers4,images/category/tweezers3.png,images/category/tweezers4.png,different,True
149,4,category,tire,tire1_tire4,images/category/tire1.png,images/category/tire4.png,different,True
150,4,category,tire,tire3_tire4,images/category/tire3.png,images/category/tire4.png,different,True
151,4,category,tire,tire1_tire4,images/category/tire1.png,images/category/tire4.png,different,True
152,4,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
153,4,category,tweezers,tweezers1_tweezers4,images/category/tweezers1.png,images/category/tweezers4.png,different,True
154,4,category,tire,tire2_tire3,images/category/tire2.png,images/category/tire3.png,different,True
155,4,category,tire,tire2_tire4,images/category/tire2.png,images/category/tire4.png,different,True
156,4,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
157,4,category,tweezers,tweezers2_tweezers3,images/category/tweezers2.png,images/category/tweezers3.png,different,True
158,4,category,tire,tire3_tire4,images/category/tire3.png,images/category/tire4.png,different,True
159,4,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
160,4,identity,bottleopener,bottleopener1_vs_bottleopener1,images/identity/bottleopener1.png,images/identity/bottleopener1.png,same,False
161,4,identity,barrel,barrel1_vs_barrel1,images/identity/barrel1.png,images/identity/barrel1.png,same,False
162,4,identity,handmirror,handmirror1_vs_handmirror1,images/identity/handmirror1.png,images/identity/handmirror1.png,same,False
163,4,identity,ladder,ladder1_vs_ladder1,images/identity/ladder1.png,images/identity/ladder1.png,same,False
164,4,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
165,4,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
166,4,identity,measuringtape,measuringtape1_vs_measuringtape1,images/identity/measuringtape1.png,images/identity/measuringtape1.png,same,False
167,4,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
168,4,category,tire,tire1_tire2,images/category/tire1.png,images/category/tire2.png,different,True
169,4,category,tweezers,tweezers2_tweezers3,images/category/tweezers2.png,images/category/tweezers3.png,different,True
170,4,category,tweezers,tweezers2_tweezers4,images/category/tweezers2.png,images/category/tweezers4.png,different,True
171,4,category,tweezers,tweezers3_tweezers4,images/category/tweezers3.png,images/category/tweezers4.png,different,True
172,4,category,tweezers,tweezers1_tweezers2,images/category/tweezers1.png,images/category/tweezers2.png,different,True
173,4,identity,pill,pill1_vs_pill1,images/identity/pill1.png,images/identity/pill1.png,same,False
174,4,identity,fishingrod,fishingrod1_vs_fishingrod1,images/identity/fishingrod1.png,images/identity/fishingrod1.png,same,False
175,4,category,tweezers,tweezers3_tweezers4,images/category/tweezers3.png,images/category/tweezers4.png,different,True
176,4,identity,hotairballoon,hotairballoon1_vs_hotairballoon1,images/identity/hotairballoon1.png,images/identity/hotairballoon1.png,same,False
